A_001.jpg,135.06,162.47,157.87,35.99,159.97,7.91,179.5,169.72,2.21,174.17,171.44,4.97,170.13,178.51,2.18,167.38,A
A_002.jpg,130.04,160.15,156.04,37.24,158.21,7.57,176.86,169.21,2.19,174.17,173.42,2.64,172.09,175.56,4.38,172.58,A
A_003.jpg,129.43,160.45,154.8,38.73,159.05,7.45,177.05,169.89,2.56,174.35,174.75,2.15,171.86,173.88,5.63,172.02,A
A_004.jpg,129.74,159.61,156.31,37.59,158.75,8.12,177.15,169.16,3.24,173.46,174.3,2.6,171.64,174.94,4.51,171.73,A
A_005.jpg,131.33,159.41,156.49,37.12,159.22,7.1,177.55,169.63,2.26,174.74,175.13,1.25,173.24,172.77,7.42,173.77,A
A_006.jpg,133.32,159.19,159.15,34.9,161.45,6.58,179.92,171.92,1.17,176.94,175.99,1.25,174.55,172.42,7.23,175.13,A
A_007.jpg,130.95,160.03,157.95,36.41,159.97,7.58,176.08,171.62,1.35,174.97,174.87,2.42,173.38,175.17,4.05,172.85,A
A_008.jpg,132.61,159.3,157.76,36.69,160.4,6.84,176.71,172.16,0.79,174.85,176.08,1.34,173.77,173.84,5.69,173.16,A
A_009.jpg,130.55,159.98,156.3,37.36,160.49,6.39,177.81,171.56,0.98,175.67,175.82,1.1,174.05,172.81,6.65,174.05,A
A_010.jpg,131.88,159.14,156.86,36.9,158.83,8.19,176.2,170.3,2.3,173.11,174.51,2.64,171.99,175.24,3.83,172.67,A
A_011.jpg,130.63,159.71,155.22,38.11,160.19,6.27,178.3,170.28,1.79,176.89,176.26,0.95,175.18,172.05,7.04,174.95,A
A_012.jpg,131.02,159.97,154.4,38.91,159.65,7.2,177.67,170.1,2.42,174.67,175.82,1.46,173.37,172.46,7.01,173.23,A
A_013.jpg,131.14,160.55,153.98,39.06,159.34,7.28,177.93,170.15,2.28,175.96,175.43,1.54,173.9,173.12,6.35,172.38,A
A_014.jpg,133.06,158.87,155.39,38.33,159.67,7.62,177.09,170.76,2.49,173.76,175.25,2.39,172.26,173.28,5.75,170.69,A
A_015.jpg,133.2,160.19,152.21,40.31,156.64,10.1,175.69,168.52,3.87,171.95,173.71,3.2,172.29,175.02,4.69,169.68,A
A_016.jpg,134.58,159.52,155.02,38.53,158.78,9.05,176.41,170.38,2.78,172.04,173.82,3.77,170.83,176.17,2.6,169.8,A
A_017.jpg,133.08,160.91,156.64,38.54,162.36,6.64,178.76,173.92,0.12,174.35,176.15,1.37,173.55,175.26,5.37,170.94,A
A_018.jpg,132.99,160.56,157.3,38.51,163.18,5.51,178.75,174.92,0.65,174.87,177.23,0.69,174.7,174.53,5.47,172.76,A
A_019.jpg,136.11,159.63,154.09,40.23,159.52,8.63,176.86,171.45,2.65,173.16,174.68,3.62,171.84,176.07,2.42,170.25,A
A_020.jpg,133.15,158.2,156.66,38.14,158.62,8.77,175.88,169.98,3.24,172.46,175.1,2.54,172.08,175.14,4.06,169.98,A
